Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
74610,17/07/2020 08:54,30033200000000.0,fraud_Wiza LLC,misc_pos,31.47,Kevin,Summers,M,7302 Samantha Mission,Carroll,NE,68723,42.277,-97.1926,566,Metallurgist,26/01/1975,d58659dc1b3189c8a89ca6229aa33e89,1374051274,42.956023,-96.853482,0
200008,30/08/2020 20:47,6011650000000000.0,fraud_Ziemann-Waters,health_fitness,25.35,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,26/10/1988,8039b9d860464cbfd40fcea384c57478,1377895628,38.884549,-92.560586,0
53200,09/07/2020 16:12,213148000000000.0,"fraud_Hagenes, Kohler and Hoppe",food_dining,9.99,Jill,Jacobs,F,034 Kimberly Mountains,Brandon,FL,33510,27.9551,-82.2966,79613,Environmental consultant,30/11/1978,9cb8de40479fd0ed4a7ad057c2578e17,1373386341,27.557376,-82.41415,0
38713,05/07/2020 01:20,4.42608e+18,fraud_Huels-Hahn,gas_transport,66.38,Kyle,James,M,621 Smith Hollow Apt. 738,Topeka,KS,66616,39.0645,-95.6413,163415,Clinical cytogeneticist,25/06/1975,6bd721f8d4f1ee1273f066e90ed47f24,1372987233,38.698424,-95.117762,0
59034,12/07/2020 02:09,4277230000000000.0,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,114.49,Jennifer,Vance,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,10/11/1955,bd392304e38f3cf40817d9fdfe949864,1373594972,45.456219,-103.645526,0
447738,07/12/2020 23:07,4933460000000000.0,"fraud_Durgan, Gislason and Spencer",home,61.98,Richard,Carter,M,5097 Martin Ridges,Minneapolis,MN,55403,44.9673,-93.2828,1022298,Chemical engineer,29/09/1976,6a28fad7e0ae2a785de8eb5e602cefb2,1386457669,44.527394,-94.229065,0
438267,06/12/2020 12:10,630485000000.0,fraud_Larson-Moen,entertainment,70.36,Ian,Patton,M,8088 Sherman Radial Suite 689,Helm,CA,93627,36.4992,-120.0936,123,Early years teacher,07/02/1973,1e697ac19d356f8b91a2664538daef07,1386331831,36.336359,-119.92686,0
262350,26/09/2020 08:50,2657850000000000.0,"fraud_Streich, Hansen and Veum",gas_transport,70.98,Alan,Howard,M,04139 Johnson Prairie Suite 401,Detroit,MI,48206,42.3749,-83.1087,673342,Trading standards officer,01/11/1946,da349082075c649021aa3bbf4df6b252,1380185415,41.418182,-83.810749,0
42617,06/07/2020 04:18,344342000000000.0,fraud_Mraz-Herzog,gas_transport,58.76,Ruth,Fuller,F,37732 Joe Courts Apt. 752,Darien,GA,31305,31.3826,-81.4312,5989,Tax adviser,05/05/1967,f99139933b8c58b7b68a178d692803a9,1373084337,31.673866,-81.913135,0
149843,12/08/2020 05:09,4764200000000000.0,fraud_Huels-Hahn,gas_transport,79.72,Derek,Jones,M,198 Candace Plaza,Diamond,OH,44412,41.0935,-81.0425,2644,Air cabin crew,06/01/1981,a2d580641e29bd1633348ee2fd1c2d0b,1376284155,41.719854,-80.521191,0
209242,02/09/2020 14:13,4239550000000000.0,fraud_Crooks and Sons,personal_care,40.11,Carl,Hernandez,M,9134 Darryl Flat Suite 916,Paulding,OH,45879,41.141,-84.5722,6284,Secondary school teacher,27/03/1936,da707ec7aa3e91b9751635731d0fa212,1378131219,40.918788,-83.885757,0
385363,18/11/2020 15:47,6011550000000000.0,fraud_Spencer PLC,entertainment,72.47,Robert,Long,M,529 Joshua Knoll Apt. 511,Lonetree,WY,82936,41.0552,-110.1603,49,Research scientist (physical sciences),05/07/1981,e3b73c8c29e9af16801d18d07fd82314,1384789637,40.214229,-109.816038,0
518815,23/12/2020 10:01,4990490000000.0,fraud_Kris-Weimann,misc_net,116.23,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,13/12/1960,78122786b807da565c2226c39779d91d,1387792892,40.271286,-79.307446,0
180069,23/08/2020 18:32,4635330000000000.0,fraud_Conroy Ltd,shopping_pos,9.7,Christina,Rose,F,1984 Taylor Island Suite 836,Falls Church,VA,22046,38.8856,-77.1802,116155,Chartered accountant,10/07/1983,9841d6572f529053ef08268392c6f54b,1377282745,37.967092,-76.780465,0
29790,30/06/2020 22:40,2264940000000000.0,fraud_Waters-Cruickshank,health_fitness,14.56,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,17/10/1995,822fcb2bc8b8de94ac9ce7577c457f68,1372632014,28.712407,-98.741831,0
101838,26/07/2020 23:38,4746000000000.0,fraud_Howe PLC,entertainment,72.54,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",07/10/1998,932ae071384cb79cd9da4ae09e3a2a56,1374881907,42.114484,-87.204136,0
17757,27/06/2020 16:36,3583640000000000.0,fraud_Altenwerth-Kilback,home,103.29,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,01/01/1985,7e5f0ac18f1764f4db35cddeeb13ad96,1372350975,39.160074,-74.898951,0
409494,29/11/2020 22:53,180081000000000.0,fraud_Schiller Ltd,personal_care,11.02,Connie,Carroll,F,872 Justin Views Suite 746,Duncan,MS,38740,34.047,-90.7652,466,Trading standards officer,03/04/1955,90c5a2360ac1d0c1e7208c486beb995a,1385765617,33.723908,-89.891947,0
403392,27/11/2020 01:05,375083000000000.0,fraud_Parisian and Sons,gas_transport,72.99,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",14/12/1976,3ca129306529aad46fa4f656c858ff60,1385514352,47.944278,-97.468449,0
321055,21/10/2020 07:58,6528910000000000.0,fraud_Wilkinson Ltd,entertainment,30.68,Diane,Smith,F,195 Murray Overpass Apt. 384,Winter,WI,54896,45.8327,-91.0144,1478,Neurosurgeon,27/04/1965,57bcbd713cdfdda19fe7f17e4e96accc,1382342336,46.320308,-90.243521,0
526256,25/12/2020 16:11,4.45773e+18,fraud_Beer-Jast,kids_pets,45.07,Stanley,Mayo,M,3433 Jones Branch,Fiddletown,CA,95629,38.5234,-120.6763,832,Immigration officer,19/05/1987,9623186ed0b0c06b3a52cea4bface9d7,1387987877,38.436719,-121.165748,0
87452,21/07/2020 10:50,4538570000000.0,"fraud_Douglas, Schneider and Turner",shopping_pos,9.9,Jerry,Kelly,M,3539 Mckenzie Stream,Fairview,NJ,7022,40.817,-74.0,13835,"Programmer, multimedia",28/05/1967,b20682428592f81670a1cd0fc9012f5f,1374403850,39.871528,-74.324959,0
475805,14/12/2020 11:06,4.01811e+18,fraud_Mayert Group,shopping_pos,54.17,Katherine,Love,F,5884 Sandoval Square Apt. 371,Allenhurst,NJ,7711,40.2367,-74.0067,1533,"Administrator, charities/voluntary organisations",15/04/1935,92553b1d6ffd97fd87b72f7e6d75db2e,1387019207,39.886719,-74.099782,0
289600,07/10/2020 16:00,6011330000000000.0,"fraud_Swaniawski, Nitzsche and Welch",health_fitness,146.55,Lauren,Butler,F,030 Seth Divide Suite 355,Tulsa,OK,74131,36.0557,-96.0602,413574,"Teacher, special educational needs",01/09/1971,9045968ab28dfe9e477a5f05c4a717e4,1381161651,35.769192,-95.630439,0
460510,10/12/2020 23:26,3566090000000000.0,fraud_Beier-Hyatt,shopping_pos,8.02,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,25/04/1971,1ab26b2a238173e6ad18eb6fbfdd691b,1386718002,34.707081,-119.120054,0
365590,10/11/2020 00:49,3506040000000000.0,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,57.23,Christine,Burns,F,343 Hannah Parkway,Comfort,WV,25049,38.1372,-81.5962,630,Fine artist,30/07/1959,d8384fe77859d20c6727fa0ae0119275,1384044548,38.98298,-82.168366,0
246783,19/09/2020 13:16,6538890000000000.0,fraud_Breitenberg LLC,travel,6.39,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",23/03/1977,7a2ce6b09f24b2574fd195f44427b2b2,1379596581,35.424656,-90.522519,0
404551,27/11/2020 17:23,2291160000000000.0,fraud_Ruecker-Mayert,kids_pets,174.02,Jeff,Elliott,M,351 Darlene Green,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,19/03/1968,d36453a70b8efd29452fa6d97a6c122b,1385573012,33.807181,-81.439147,0
46569,07/07/2020 03:07,3576020000000000.0,"fraud_Raynor, Reinger and Hagenes",gas_transport,70.53,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,30/12/2004,faab57eae30816296ee28a78b2065594,1373166462,39.835726,-94.889622,0
258873,24/09/2020 11:39,6595970000000000.0,"fraud_Bernhard, Grant and Langworth",shopping_pos,1.08,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,11/09/1969,970a7e2d755145448cbe99c001ae26be,1380022783,39.961701,-73.969773,0
532364,27/12/2020 05:13,3514870000000000.0,fraud_Lockman Ltd,grocery_pos,152.29,Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,30/08/1967,771bce1a775e8c2afebf9888947cf17a,1388121181,32.871071,-105.999122,0
130345,05/08/2020 12:38,4681700000000.0,fraud_Breitenberg LLC,travel,5.11,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",06/03/1978,07d34a7ad39fcee537591ba8b3152add,1375706313,35.901839,-87.153371,0
501358,20/12/2020 08:30,6011630000000000.0,"fraud_Zieme, Bode and Dooley",gas_transport,91.41,Heather,Roberts,F,62934 Maria Cliffs Suite 350,Bethel Springs,TN,38315,35.2289,-88.644,3876,Senior tax professional/tax inspector,19/11/1960,075e7d599ecc3eb8ad07dcaece819053,1387528221,34.441978,-88.774653,0
190940,27/08/2020 04:52,571465000000.0,fraud_Hudson-Ratke,grocery_pos,84.84,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,26/02/1976,b207296d80f1d88f2f9a3118524e6565,1377579169,42.606901,-109.471747,0
379085,16/11/2020 08:30,630423000000.0,fraud_Runolfsson and Sons,grocery_net,29.34,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,21/06/1978,4a552ff3ee66eebfe0ef48227f32ff9a,1384590607,48.399015,-119.196175,0
77171,18/07/2020 12:09,340954000000000.0,fraud_Lubowitz-Walter,kids_pets,48.95,Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",18/05/1980,3fe95de2b5ddb75e0f1ede70fd7dfd39,1374149370,41.581044,-82.24522,0
189429,26/08/2020 10:20,4.89707e+18,fraud_Runolfsson and Sons,grocery_net,64.98,Randy,Wood,M,542 Howe Mission Apt. 092,Port Richey,FL,34668,28.3011,-82.6927,42619,Environmental education officer,07/10/1975,65e50dedd7b792bfeb5177616e2e8fb8,1377512444,28.442464,-83.549968,0
316290,19/10/2020 15:56,2712210000000000.0,fraud_Boyer PLC,shopping_net,69.2,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",22/02/1977,d1dccb7cda96f97265947502542ea461,1382198170,30.923669,-92.020338,0
234664,14/09/2020 01:11,3565420000000000.0,fraud_Effertz LLC,entertainment,40.61,Nathan,Thomas,M,4923 Campbell Pines Suite 717,Carlisle,IN,47838,38.9763,-87.3667,4081,Energy engineer,15/03/1938,140da2f474d5f6838ab4c97b74f25cda,1379121109,39.793976,-87.46206,0
309499,16/10/2020 20:56,3560800000000000.0,"fraud_Reichert, Huels and Hoppe",shopping_net,3.52,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,17/12/1989,1ee12f5264f95e7f85882a15ea62152b,1381956975,46.763946,-101.66285,0
189099,26/08/2020 05:06,4873780000000000.0,fraud_Bahringer-Larson,grocery_net,51.76,Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,10/03/1974,6975ab8f7f26df75cc6046b07f7ceeb5,1377493602,48.784813,-123.198143,0
123991,03/08/2020 15:57,30150700000000.0,"fraud_Swaniawski, Nitzsche and Welch",health_fitness,4.02,Raymond,Lloyd,M,5930 Rebecca Bridge Apt. 444,Paint Rock,AL,35764,34.7031,-86.3068,653,Paediatric nurse,19/06/1966,8b9c14c89187dcad26f9279c7e4264ef,1375545457,35.587292,-85.503366,0
154575,14/08/2020 14:13,4755700000000.0,fraud_Botsford and Sons,home,42.98,Robert,Evans,M,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.9643,-96.6012,20328,Site engineer,20/06/1985,8b1ad9ce32bca5c154574eb70f8faffe,1376489592,33.712269,-96.753831,0
390035,21/11/2020 08:17,4306590000000000.0,fraud_Conroy-Cruickshank,gas_transport,69.71,Renee,Walls,F,86542 Jessica Fords Apt. 706,Veedersburg,IN,47987,40.1186,-87.2602,4049,"Development worker, community",19/10/1959,aa2e3694b0340f48a1c285d5d8e1712c,1385021823,40.108224,-88.038716,0
24399,29/06/2020 15:24,4451950000000000.0,fraud_Champlin and Sons,home,91.89,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,30/07/1980,90084a8a23f2afa6cdb92492a7b0cbeb,1372519495,34.875195,-101.119531,0
232437,13/09/2020 07:56,30082000000000.0,fraud_Powlowski-Weimann,food_dining,58.67,Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,34112,26.1184,-81.7361,276002,"Pilot, airline",23/06/1934,ceb318ab60500e59dbdcd6542d987d3a,1379058963,25.804548,-81.967435,0
459157,10/12/2020 15:35,3587960000000000.0,fraud_Abshire PLC,entertainment,128.06,Kathy,Hughes,F,02110 Lucas Freeway Suite 517,Battle Creek,IA,51006,42.3327,-95.6045,1075,"Teacher, early years/pre",02/01/1997,ad2a69b7c6374f3c27d926a48c5d29fe,1386689720,42.107384,-96.284291,0
318536,20/10/2020 09:28,213174000000000.0,"fraud_Langworth, Boehm and Gulgowski",shopping_net,4.14,James,Bishop,M,7055 Fernandez Estates Apt. 676,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,14/01/1969,bbe61f82970c67511a3dcd50caac12c1,1382261308,39.048331,-75.247492,0
276995,02/10/2020 15:38,4969860000000000.0,fraud_Barton LLC,kids_pets,24.27,Jacqueline,Prince,F,27823 Andrew Underpass Suite 948,Metairie,LA,70003,29.9975,-90.2146,137067,Advertising account planner,04/12/1951,4742456a586d297094e7e4d05cb2c1ac,1380728297,29.668667,-89.243357,0
417307,01/12/2020 05:37,4334230000000000.0,"fraud_Herman, Treutel and Dickens",misc_net,4.95,Scott,Martin,M,7483 Navarro Flats,Freedom,WY,83120,43.0172,-111.0292,471,"Education officer, museum",02/08/1967,610ce8a1fe2e7c6c793dfd6da673878d,1385876254,42.612342,-110.189497,0
257750,23/09/2020 17:48,4859530000000000.0,"fraud_Crist, Jakubowski and Littel",home,131.11,Rebecca,Farley,F,383 Long Islands,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",25/02/1990,582c5c7951ced29fce5b60d03f7e3251,1379958523,41.314134,-75.1488,0
406566,28/11/2020 19:58,4.71083e+18,"fraud_Koss, McLaughlin and Mayer",food_dining,74.62,Juan,Henry,M,9795 Lori Island Suite 346,Turner,MT,59542,48.8328,-108.3961,192,Further education lecturer,04/01/1964,555e54be80372d6ad2792a2c1cbd79ca,1385668683,48.921704,-108.142276,0
438566,06/12/2020 13:11,4158950000000000.0,fraud_Pagac LLC,shopping_pos,2.82,Justin,Bell,M,5323 Walker Island,Pittsburgh,PA,15217,40.4308,-79.9205,687276,"Scientist, marine",19/10/1973,5a7eb4dec59501fbb8520fe275c56f43,1386335507,40.265159,-79.514923,0
227350,10/09/2020 18:21,3566090000000000.0,"fraud_Daugherty, Pouros and Beahan",shopping_pos,1.54,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,25/04/1971,c4c2c398a51273e628c852b1dd41a46c,1378837313,35.080203,-119.309697,0
243904,17/09/2020 22:34,630442000000.0,fraud_Gerhold LLC,home,121.12,Susan,Washington,F,759 Erin Mount Suite 956,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,26/07/1965,0156d2022be13fe8b1305d5df7e284e9,1379457247,32.015858,-98.412887,0
322860,22/10/2020 12:18,30371000000000.0,"fraud_O'Connell, Botsford and Hand",home,158.16,Robert,James,M,92021 Miranda Meadows,Tamaroa,IL,62888,38.138,-89.2231,2135,"Development worker, community",31/01/1961,b0550de5271d89fbc7594b415829c1a2,1382444325,38.626792,-90.022886,0
515422,22/12/2020 16:10,4.40001e+18,"fraud_Bahringer, Bergnaum and Quitzon",home,62.96,Marissa,Powell,F,474 Allen Haven,North Loup,NE,68859,41.4972,-98.7858,509,"Nurse, children's",15/09/1980,fe9a3272053215bc2ee31e96aa07a591,1387728656,40.914662,-98.844331,0
111272,29/07/2020 20:23,180068000000000.0,"fraud_Daugherty, Pouros and Beahan",shopping_pos,50.69,Melissa,Flores,F,7529 Carter Well Suite 262,Huntington Beach,CA,92648,33.6773,-118.0051,190249,"Therapist, horticultural",17/09/1976,a45209f75658a2cc828b71c1129a44c2,1375129437,34.25374,-118.243118,0
465328,12/12/2020 07:34,4653880000000000.0,fraud_Wiegand-Lowe,grocery_net,36.98,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",06/06/1999,9ed0f53e757951123dc56450773f1af8,1386833677,37.586761,-86.966713,0
117907,01/08/2020 21:33,348379000000000.0,fraud_Crona and Sons,kids_pets,106.84,Michael,Rowe,M,7428 Martinez Flats,Melbourne,FL,32935,28.1384,-80.6524,139650,Database administrator,23/01/1957,0dc3f0a1afd96f463634754eefd8435f,1375392827,28.322975,-79.940335,0
81277,19/07/2020 19:54,2288810000000000.0,fraud_Conroy-Emard,food_dining,49.02,Barbara,Norman,F,6278 Stephanie Unions,New York City,NY,10039,40.8265,-73.9383,1577385,Herbalist,29/08/1981,97420e0d98b9f3ca4f012eb36f97e2be,1374263658,41.157128,-73.985828,0
521022,24/12/2020 02:33,3595190000000000.0,fraud_Hintz-Bruen,grocery_net,24.69,Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",14/05/1993,0e232c6fc7de06a670e44710c5833acf,1387852409,34.657605,-79.301655,0
301918,13/10/2020 03:27,6011650000000000.0,"fraud_Lockman, West and Runte",grocery_pos,92.44,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,26/10/1988,c42053c8612ca37cbfc446e835c4cf26,1381634860,39.158926,-93.646414,0
203500,31/08/2020 18:28,503848000000.0,"fraud_Turcotte, McKenzie and Koss",entertainment,41.55,Gregory,Wallace,M,27203 Darrell Landing,Saint James City,FL,33956,26.529,-82.0916,3776,Sport and exercise psychologist,12/09/1976,a4e102a7792c412eda2be51c32cc8f36,1377973731,27.160192,-81.645598,0
266028,27/09/2020 21:07,30551600000000.0,fraud_Schoen Ltd,kids_pets,66.64,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,14/11/1973,3562eb5327e2f5d5d2b8284671fa8547,1380316073,34.776107,-81.059915,0
52064,09/07/2020 02:18,213148000000000.0,fraud_Mante Group,misc_net,58.23,Jill,Jacobs,F,034 Kimberly Mountains,Brandon,FL,33510,27.9551,-82.2966,79613,Environmental consultant,30/11/1978,cd86e64226587c4446c371f0eb4e8406,1373336282,27.159798,-81.447019,0
108803,28/07/2020 19:05,4066600000000.0,"fraud_Hauck, Dietrich and Funk",kids_pets,23.54,Jamie,Olson,F,3423 Michael Canyon Suite 276,River,KY,41254,37.8795,-82.7251,571,Quarry manager,07/03/1931,c61f63c23eabac3dbc516f116ccf97b8,1375038313,37.721657,-82.438291,0
267444,28/09/2020 09:22,3546670000000000.0,fraud_Auer-Mosciski,grocery_pos,44.19,Jordan,May,M,1626 Susan Course,Aledo,TX,76008,32.7004,-97.6039,13602,Optometrist,05/07/1984,0e4e9a2b6f39501d4d1037ad60207dee,1380360124,32.346676,-98.501519,0
499607,19/12/2020 22:31,4.01811e+18,fraud_Bahringer Group,health_fitness,211.11,Katherine,Love,F,5884 Sandoval Square Apt. 371,Allenhurst,NJ,7711,40.2367,-74.0067,1533,"Administrator, charities/voluntary organisations",15/04/1935,c11201dd64d844bc0c4a65d9b6aa87fc,1387492265,40.486966,-73.422827,0
490304,17/12/2020 12:10,3528410000000000.0,"fraud_Swaniawski, Nitzsche and Welch",health_fitness,61.06,Patricia,Leach,F,71309 Martinez Stravenue,Kingsport,TN,37663,36.4715,-82.4834,87124,Warden/ranger,14/02/1987,48eb690bb811098ef554ba66859e9f30,1387282253,36.963488,-81.884686,0
164937,17/08/2020 22:58,213181000000000.0,fraud_Hills-Boyer,personal_care,9.12,Kayla,Sutton,F,010 Weaver Land,Carlotta,CA,95528,40.507,-123.9743,1139,"Therapist, occupational",15/01/1951,3fa23ea6d7df50160cb0dddcf2321c2b,1376780291,39.587697,-123.834783,0
350006,03/11/2020 06:05,6011710000000000.0,"fraud_Runolfsdottir, Mueller and Hand",entertainment,104.82,Scott,Sullivan,M,776 Martin Ridge,Newton,NH,3858,42.8678,-71.042,4603,"Therapist, music",07/12/1952,8a04ac05317845e8614937af11f68d76,1383458706,43.692082,-70.616804,0
32281,02/07/2020 05:21,3558650000000000.0,fraud_Shields Inc,grocery_net,113.58,Teresa,Blankenship,F,6638 Lucero Mill Suite 952,Karnack,TX,75661,32.6205,-94.2,2807,Chiropodist,26/01/1931,13d80d2c68366dcaf0caf8552bf5dfe1,1372742486,33.385773,-93.414051,0
514032,22/12/2020 11:29,580954000000.0,"fraud_Willms, Kris and Bergnaum",shopping_pos,32.54,Jessica,Benitez,F,31281 Thomas Inlet,Montrose,NY,10548,41.2496,-73.9446,3487,Race relations officer,13/01/1960,7177e28b986c84967de80d6d46e9086c,1387711750,41.232098,-72.993314,0
42516,06/07/2020 03:33,180081000000000.0,fraud_Heller-Langosh,gas_transport,67.18,Connie,Carroll,F,872 Justin Views Suite 746,Duncan,MS,38740,34.047,-90.7652,466,Trading standards officer,03/04/1955,b3a0c843ab1103424f75c41b1b832bc6,1373081624,34.350791,-90.862185,0
301997,13/10/2020 04:17,213126000000000.0,fraud_Haley Group,misc_pos,7.27,Adam,Kirk,M,40847 Stark Junctions,Big Indian,NY,12410,42.074,-74.453,397,Psychiatrist,12/09/1931,28c1eb9b571630828eab84d827723a9b,1381637837,42.507618,-74.54721,0
396521,23/11/2020 19:46,561943000000.0,fraud_Leffler-Goldner,personal_care,6.74,Melissa,Brown,F,330 Montoya Ramp,Washington,DC,20036,38.9087,-77.0414,601723,Prison officer,14/03/1986,b6df5a9f8f537c50b123a6c2d78218d3,1385236000,38.282778,-77.626667,0
441472,06/12/2020 23:53,3560320000000000.0,fraud_Botsford and Sons,home,62.13,William,Skinner,M,524 Wu Spurs Suite 894,Mount Hope,AL,35651,34.4793,-87.4769,1312,"Librarian, academic",01/02/1955,6ee107e0459738761ee55aea60ac1c90,1386374020,34.099023,-86.964148,0
294897,10/10/2020 15:55,6011370000000000.0,fraud_Medhurst Inc,home,55.09,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,15/09/1988,2d07435569a8dc5bf9f5bdb16cc2b6f6,1381420524,40.532114,-82.646836,0
535166,27/12/2020 17:47,3598220000000000.0,fraud_Bartoletti and Sons,personal_care,125.03,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",21/10/1970,7f0932fa485fdffd0ae5a2339fafd806,1388166438,40.318507,-73.797973,0
65409,13/07/2020 20:09,3502380000000000.0,fraud_Medhurst Inc,home,83.38,Kathleen,Martin,F,659 Nicole Cove Suite 560,New Waverly,TX,77358,30.5354,-95.4532,4993,"Scientist, biomedical",30/11/1948,a2b2d1533048321c7846948aa28aa690,1373746161,30.808236,-95.702592,0
359699,08/11/2020 03:22,3523840000000000.0,fraud_Erdman-Kertzmann,gas_transport,41.67,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,20/11/1970,3a432c3da5504ab7ed3ef8da3e5a4255,1383880954,33.46753,-86.919466,0
203578,31/08/2020 18:49,6011350000000000.0,fraud_Connelly PLC,food_dining,45.95,Samuel,Johnston,M,16285 Jessica Lights,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,12/07/1980,c4b799557531eab49ab9e3a86b8c95b8,1377974967,32.745334,-87.446905,0
407114,29/11/2020 01:44,4658490000000000.0,"fraud_Stroman, Hudson and Erdman",gas_transport,48.77,Tara,Richards,F,4879 Cristina Station,Keisterville,PA,15449,39.9636,-79.7853,184,Systems developer,04/11/1945,bf648c92adbc86cc0e107244c630c9d4,1385689446,39.112525,-79.377257,0
325246,23/10/2020 18:44,630423000000.0,"fraud_Boehm, Block and Jakubowski",misc_pos,37.98,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,21/06/1978,f06e28027de39f06d253d9d6991f00db,1382553855,49.278477,-117.313154,0
69318,14/07/2020 20:31,3521420000000000.0,fraud_Thiel-Thiel,entertainment,244.73,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,30/11/1975,8db29f4c6f9709249c5d63bcb47782ac,1373833891,40.106766,-85.947757,0
498160,19/12/2020 15:02,630452000000.0,"fraud_Parker, Nolan and Trantow",entertainment,40.92,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,12/06/1972,3b5c170827e4fd8a0b73147b58ac9a6d,1387465353,47.15363,-85.820147,0
242293,16/09/2020 23:16,180065000000000.0,fraud_Stiedemann Ltd,food_dining,3.4,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,30/03/1967,c3af9f12b6e40699ed4bb990e811bf9a,1379373410,37.258264,-85.901806,0
506640,21/12/2020 06:37,4961000000000000.0,fraud_Flatley-Durgan,misc_net,9.1,Stacy,Walsh,F,324 Donna Ridge Suite 651,Cressona,PA,17929,40.6284,-76.195,1606,Ecologist,10/05/1966,9b62d0117bc2d3dd63f83e78c3a885d5,1387607866,39.74123,-76.133546,0
292692,09/10/2020 13:00,4451950000000000.0,fraud_Goldner-Lemke,entertainment,75.93,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,30/07/1980,b0d03d31cd1770b7ff46cbdf90187cde,1381323643,33.548223,-101.775023,0
